50,TYPE,FIELD,BITS,UNIT,CONVERSION,MODULE,MODULE_NUM,MODULE_LINE,LINE_TYPE,SHORT_NAME,DESCRIPTION
0,err,uptime,32,Sec,0,NONE,0,0,0,uptime,This is the IHU uptime in seconds since the last reset
1,err,resetCnt,16,Resets,0,NONE,0,0,0,resetCnt,Total number of times IHU has reset since initial on-orbit startup
2,err,protocolVersion,8,-,0,NONE,0,0,0,Downlink Spec Version,LS4Bits = minor & MS3bits=major
3,err,versionMajor,8,-,0,NONE,0,0,0,Software Major Version,None
4,err,versionMinor,8,-,0,NONE,0,0,0,Sofwtare Minor Version,None
5,err,spacecraftMode,8,-,10,Telem & Control,1,1,0,Spacecraft Mode,The spacecraft mode e.g. SAFE MODE
6,err,wdReports,9,-,2,Computer,2,1,0,Watchdog Tasks,x
7,err,errorCode,5,-,2,Computer,2,2,0,Cause of reset,x
8,err,taskNumber,4,-,2,Computer,2,3,0,Task at reset,Task executing at reset
9,err,previousTask,4,-,2,Computer,2,4,0,Previous task,Previous task before reset
10,err,earlyResetCount,3,-,2,Computer,2,5,0,Resets in a row,Resets in a row that have been too soon
11,err,wasStillEarlyInBoot,1,-,2,Computer,2,6,0,Early reset,Was this reset still early in boot
12,err,valid,1,-,1,Computer,2,7,0,Data Valid,x
13,err,pad316,5,-,0,NONE,0,0,0,pad to 32 bits,x
14,err,errorData,32,-,2,Computer,2,8,0,Error Data,x
15,err,RAMCorAddr1,32,-,0,Memory,3,1,0,Primary SRAM Corrected Addr 1,x
16,err,RAMCorAddr2,32,-,0,Memory,3,2,0,Primary SRAM Corrected Addr 2,x
17,err,ROMCorAddr1,32,-,0,Memory,3,3,0,Primary Flash Corrected Addr 1,x
18,err,ROMCorAddr2,32,-,0,Memory,3,4,0,Primary Flash Corrected Addr 2,x
19,err,DCTCmdFailCRCCnt,8,-,0,Commanding,5,1,0,Cmd CRC Fails,Count of commands failing CRC check
20,err,DCTCmdFailTimeCnt,8,-,0,Commanding,5,2,0,Cmd Time Fails,Count of commands failing the time check
21,err,DCTCmdFailAuthenticateCnt,8,-,0,Commanding,5,3,0,Cmd Auth Fails,Count of commands failing authentication
22,err,DCTCmdFailCommandCnt,8,-,0,Commanding,5,4,0,Cmd Fail count,Count of commands failing 
23,err,DCTCmdFailNamespaceCnt,8,-,0,Commanding,5,5,0,Cmds wrong NS,Count of commands with wrong namespace
24,err,I2C1ErrorCnt,8,-,0,Buses,4,1,0,I2C1 errors,I2C1 errors
25,err,I2C2ErrorCnt,8,-,0,Buses,4,2,0,I2C2 errors,I2C2 errors
26,err,I2C1ResetCnt,8,-,0,Buses,4,3,0,I2C1 resets,I2C1 resets
27,err,I2C2ResetCnt,8,-,0,Buses,4,4,0,I2C2 resets,I2C2 resets
28,err,I2C1RetryCnt,8,-,0,Buses,4,5,0,I2C1 retires,I2C1 retires
29,err,I2C2RetryCnt,8,-,0,Buses,4,6,0,I2C2 retries,I2C2 retries
30,err,SPIRetryCnt,8,-,0,Buses,4,7,0,SPI retrries,SPI retrries
31,err,MramCRCCnt,8,-,0,Memory,3,5,0,MRAM fails,MRAM fails
32,err,MramRdErrorCnt,8,-,0,Memory,3,6,0,MRAM Read errs,MRAM Read errs
33,err,MramWtErrorCnt,8,-,0,Memory,3,7,0,MRAM Write errs,MRAM Write errs
34,err,FlashCorCnt,8,-,0,Memory,3,8,0,RT1FlashCorrectable Count,RT1FlashCorrectable Count
35,err,RamEvenCorCnt,8,-,0,Memory,3,9,0,RT1 Ram Even Bank Correctable Count,RT1 Ram Even Bank Correctable Count
36,err,RamOddCorCnt,8,-,0,Memory,3,10,0,RT1 Ram Odd Bank Correctable Count,RT1 Ram Odd Bank Correctable Count
37,err,PLLSlipCnt,8,-,0,Computer,2,9,0,RT1PLLSlip,RT1PLLSlip
38,err,ClockMonitorFailCnt,8,-,0,Computer,2,10,0,RT1ClockMonitorFail,RT1ClockMonitorFail
39,err,VIMRamParityCnt,8,-,0,Memory,3,11,0,RT1VIMRamParity,RT1VIMRamParity
40,err,CAN1RamParityCnt,8,-,0,Memory,3,12,0,RT1CAN1RamParity,RT1CAN1RamParity
41,err,CAN2RamParityCnt,8,-,0,Memory,3,13,0,RT1CAN2RamParity,RT1CAN2RamParity
42,err,DCC1ErrorCnt,8,-,0,Memory,3,14,0,RT1DCC1Error,RT1DCC1Error
43,err,DCC2ErrorCnt,8,-,0,Memory,3,15,0,RT1DCC2Error,RT1DCC2Error
44,err,N2HET2RamParityCnt,8,-,0,Computer,2,11,0,RT1N2HET2RamParity,RT1N2HET2RamParity
45,err,IOMMAccvioCnt,8,-,0,Computer,2,12,0,RT1IOMMAccvio,RT1IOMMAccvio
46,err,nonFatalCnt,8,-,0,Computer,2,13,0,Non-fatal error count,Non-fatal error count
47,err,SWVersion,16,-,0,Computer,2,14,0,RTIHU1 Version Number,RTIHU1 Version Number
48,err,TxDroppedPkts,8,-,2,Computer,2,15,0,Dropped Pkts,Dropped Pkts
49,err,pad362,8,-,0,NONE,0,0,0,Fill to 32-bits,x
